Approved loan,Duration (in months),Age (diference in years between te bithday and date of disbursement),Number of family members ,Education Type,Number of years at the current address ,Current years at job,Credit Registry Information,Monthly Installment of the loan-Converted,Other installments of other loans-Converted,Monthly Income ,Loan classification,Locale currency,Euros,Gender_Male,Gender_Female,Marital Status_Married,Marital Status_Single,Marital Status_Widowed,Marital Status_Divorced,Marital Status_Seperated,Employment_Public sector,Employment_Privated sector,Employment_Administator,Employment_Self_emplyed,Employment_Unemplyed,Residential Status_Owner,Residential Status_Co-owner,Residential Status_Live with parents,Residential Status_Rent,Residential Status_Others,Reference not from bank staff,Reference from bank staff,Reference_no information,Overdraft,Loan
75000.0,0.0,42.0,3.0,4.0,37.75,17.75,1.0,5000.0,0.0,80000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
50000.0,0.0,29.0,2.0,5.0,15.58,0.75,3.0,5000.0,0.0,25000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1000000.0,48.0,48.0,2.0,4.0,26.75,16.75,2.0,24000.0,1.0,108000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
283000.0,36.0,29.0,2.0,4.0,12.75,2.75,2.0,8934.0,0.0,78857.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
700000.0,60.0,30.0,1.0,5.0,29.66,2.33,1.0,14026.0,0.0,45461.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
500000.0,24.0,48.0,3.0,4.0,22.75,6.75,1.0,15484.0,0.0,100000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
30000.0,0.0,33.0,4.0,5.0,1.33,0.16,2.0,5000.0,0.0,50000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
50000.0,0.0,22.0,7.0,4.0,17.41,0.58,1.0,10000.0,0.0,46771.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
325000.0,24.0,24.0,1.0,5.0,2.75,2.5,2.0,14600.0,700.0,62000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
325000.0,24.0,25.0,1.0,5.0,2.41,2.41,2.0,14600.0,0.0,51000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
69000.0,0.0,26.0,1.0,4.0,17.0,3.75,2.0,5740.0,0.0,24600.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
120000.0,0.0,54.0,2.0,5.0,32.33,1.08,2.0,11200.0,0.0,40284.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
52000.0,0.0,29.0,1.0,5.0,28.75,4.5,2.0,4000.0,12000.0,47000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
800000.0,72.0,44.0,4.0,5.0,21.66,1.66,2.0,13500.0,17200.0,80000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
400000.0,36.0,25.0,2.0,5.0,17.5,1.5,1.0,12000.0,0.0,53000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
20000.0,0.0,23.0,3.0,5.0,22.83,1.08,2.0,5500.0,0.0,30000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
300000.0,24.0,58.0,1.0,4.0,17.33,10.41,2.0,13600.0,0.0,37000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
700000.0,60.0,42.0,3.0,4.0,16.75,1.66,1.0,14000.0,0.0,72500.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
200000.0,24.0,25.0,1.0,4.0,4.08,0.91,2.0,8936.0,0.0,80000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
60000.0,0.0,44.0,3.0,4.0,12.33,1.0,1.0,2500.0,0.0,52000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
50000.0,0.0,34.0,4.0,5.0,2.41,0.5,2.0,2500.0,1700.0,50000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
60000.0,0.0,24.0,3.0,5.0,21.25,0.83,3.0,11000.0,7000.0,143000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
100000.0,24.0,26.0,1.0,5.0,26.0,1.16,2.0,4513.0,0.0,35000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
200000.0,24.0,50.0,3.0,5.0,26.08,4.16,2.0,9000.0,0.0,100000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
50000.0,0.0,31.0,4.0,5.0,3.5,1.16,2.0,3000.0,15750.0,100000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
46200.0,0.0,35.0,4.0,4.0,8.83,17.83,1.0,2400.0,0.0,23000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
500000.0,36.0,64.0,1.0,5.0,21.83,24.83,2.0,15783.0,8152.0,80000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
80000.0,0.0,26.0,1.0,5.0,3.08,3.08,2.0,5000.0,0.0,10000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
64000.0,0.0,45.0,4.0,4.0,3.66,5.66,2.0,6040.0,6477.0,61312.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
25000.0,0.0,23.0,1.0,4.0,22.83,1.08,2.0,5000.0,0.0,25000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
60000.0,0.0,42.0,4.0,4.0,20.0,1.08,4.0,5600.0,0.0,19536.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
100000.0,12.0,27.0,1.0,5.0,25.33,2.33,2.0,8700.0,13000.0,65000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
60000.0,0.0,37.0,3.0,3.0,17.66,7.66,2.0,5600.0,0.0,51000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
300000.0,36.0,44.0,3.0,4.0,24.33,21.33,2.0,9236.0,0.0,56600.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
100000.0,18.0,33.0,3.0,4.0,10.5,4.5,1.0,5819.0,0.0,62300.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60000.0,0.0,44.0,2.0,4.0,18.25,2.25,2.0,5000.0,0.0,70000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
40000.0,0.0,38.0,1.0,4.0,17.41,1.75,2.0,4000.0,15000.0,30000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1000000.0,72.0,32.0,4.0,5.0,6.75,6.75,1.0,15338.0,0.0,110000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1000000.0,48.0,24.0,3.0,5.0,16.91,2.91,2.0,29000.0,0.0,110000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
66000.0,0.0,32.0,1.0,5.0,17.41,0.83,2.0,10000.0,0.0,50000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
63000.0,0.0,23.0,1.0,5.0,14.58,0.75,2.0,5000.0,0.0,40000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
50000.0,0.0,34.0,2.0,5.0,17.66,3.66,2.0,4700.0,0.0,22000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
700000.0,60.0,28.0,1.0,5.0,3.66,5.83,2.0,10900.0,17900.0,100000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
86000.0,0.0,50.0,2.0,5.0,49.83,24.41,2.0,7000.0,0.0,50000.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1000000.0,60.0,27.0,2.0,5.0,4.25,1.0,2.0,19500.0,20000.0,120000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
150000.0,0.0,25.0,4.0,5.0,20.91,1.08,1.0,6500.0,0.0,130000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
173000.0,0.0,27.0,1.0,5.0,17.41,0.58,1.0,16230.0,0.0,57700.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
30000.0,0.0,46.0,2.0,5.0,13.58,12.41,2.0,3000.0,10000.0,33800.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
210000.0,0.0,46.0,5.0,5.0,19.58,24.0,3.0,2100.0,15000.0,145700.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
99000.0,0.0,55.0,6.0,5.0,36.91,16.91,2.0,7000.0,0.0,55000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
86000.0,0.0,52.0,2.0,5.0,14.08,10.0,2.0,5000.0,8000.0,45000.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
900000.0,36.0,53.0,2.0,5.0,47.0,25.0,2.0,27000.0,0.0,70000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
90000.0,0.0,45.0,4.0,5.0,19.91,11.91,3.0,5000.0,10396.0,70000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
20000.0,0.0,23.0,5.0,4.0,22.91,0.41,1.0,2200.0,0.0,58000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
400000.0,36.0,56.0,5.0,4.0,36.08,6.08,3.0,12400.0,0.0,150000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
44000.0,0.0,24.0,4.0,4.0,17.16,0.66,2.0,4000.0,5000.0,22000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
700000.0,48.0,57.0,3.0,5.0,17.41,34.41,2.0,16600.0,0.0,97200.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
48000.0,0.0,30.0,2.0,5.0,7.08,6.83,2.0,2500.0,0.0,48000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
500000.0,36.0,41.0,3.0,4.0,20.0,3.25,2.0,15300.0,0.0,65000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
400000.0,36.0,27.0,2.0,5.0,7.25,0.5,1.0,12314.0,0.0,37500.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
75000.0,0.0,57.0,3.0,4.0,27.66,9.41,2.0,7000.0,0.0,50000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
100000.0,0.0,34.0,1.0,5.0,33.5,0.66,1.0,20000.0,0.0,50896.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
69000.0,0.0,31.0,1.0,3.0,21.75,0.5,1.0,6300.0,0.0,23000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
100000.0,0.0,28.0,1.0,5.0,27.41,0.25,3.0,10000.0,0.0,50000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
100000.0,12.0,45.0,3.0,5.0,30.58,3.58,2.0,8800.0,14400.0,70000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
216000.0,18.0,33.0,1.0,5.0,2.25,1.08,2.0,12800.0,21040.0,125416.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
108000.0,0.0,56.0,3.0,5.0,16.25,34.25,2.0,11000.0,8560.0,172500.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
600000.0,48.0,26.0,3.0,5.0,19.5,1.58,2.0,14700.0,550.0,64540.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
100000.0,0.0,43.0,4.0,5.0,6.41,6.41,2.0,5000.0,2970.0,52000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
100000.0,0.0,56.0,2.0,5.0,23.41,17.41,3.0,8000.0,5412.0,35500.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
50000.0,0.0,38.0,3.0,4.0,3.5,2.08,2.0,6000.0,0.0,60000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
60000.0,0.0,59.0,6.0,5.0,11.91,21.91,2.0,6000.0,0.0,99000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
40000.0,0.0,50.0,1.0,4.0,17.91,1.91,3.0,5400.0,5500.0,34000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
58000.0,0.0,26.0,1.0,5.0,1.25,3.25,2.0,5480.0,0.0,22000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
200000.0,24.0,44.0,3.0,4.0,12.41,2.08,2.0,8800.0,0.0,50200.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
50000.0,0.0,56.0,3.0,4.0,22.33,3.0,2.0,5500.0,0.0,29000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
800000.0,48.0,28.0,3.0,5.0,27.58,5.0,2.0,21700.0,0.0,129447.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
60000.0,0.0,23.0,1.0,5.0,4.91,0.5,2.0,5600.0,2500.0,30000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
40000.0,0.0,28.0,3.0,5.0,27.75,0.5,2.0,4400.0,2300.0,10000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
900000.0,60.0,38.0,3.0,5.0,1.58,19.58,2.0,19566.0,12400.0,110000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
32000.0,0.0,30.0,1.0,5.0,2.33,5.75,3.0,3000.0,3006.0,32000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
50000.0,0.0,29.0,3.0,4.0,20.25,7.5,2.0,5000.0,0.0,60000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
40000.0,0.0,22.0,1.0,3.0,10.0,0.5,1.0,4400.0,0.0,19536.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
42000.0,0.0,25.0,1.0,4.0,2.91,1.33,2.0,4000.0,0.0,21756.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
500000.0,84.0,37.0,4.0,5.0,2.91,11.91,3.0,7995.0,1000.0,94826.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
60000.0,0.0,24.0,1.0,3.0,23.66,1.0,2.0,5600.0,6833.0,22200.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
137000.0,0.0,57.0,1.0,5.0,33.41,16.16,2.0,6370.0,0.0,45700.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
400000.0,36.0,30.0,1.0,5.0,2.41,0.83,3.0,12500.0,10000.0,76506.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
141000.0,0.0,29.0,1.0,5.0,10.75,0.66,3.0,3000.0,9000.0,50000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
350000.0,36.0,59.0,1.0,4.0,20.83,2.08,2.0,10900.0,22300.0,60000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
50000.0,0.0,62.0,6.0,4.0,7.41,8.33,3.0,3000.0,14781.0,86000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
45000.0,0.0,23.0,1.0,5.0,4.91,1.16,2.0,10400.0,0.0,35000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
