Approved loan,Duration (in months),Currency,Age,Number of family members ,Number of years at the current address,Employment Type ,Current years at job,Credit Registry Information,Monthly Installment of the loan,Other installments of other loans,Monthly Income ,Reference,Other debitors/guarantors,Number of existing credits at the bank,Collateral Type_Residential,Collateral Type_Commercial,Collateral Type_Land,Collateral Type_Deposits pledge,Collateral Type_Others,Savings_ALL,Current account_ALL,M,F,Married,Single,Widowed,Divorced,Separated,University,College/High school,Secondary/Less than high school,Elementary,Residential Status_Owner,Residential Status_Co-owner,Residential Status_Live with parents,Residential Status_Others,Residential Status_Rent,Consumer loan,Furniture loan,Loan for car purchase,Mortgage loan,Education loan,Reconstruction loan,Holidays loan ,Medical loan,Loan for energy efficence,Loan classification
250000,26,0,41,4,19.5,7,1.75,1,10414.38,0,60688,2,1,1,0,0,0,0,0,0,54025.57,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4865600,240,1,24,1,2.58,7,2.75,2,281.05,0,203000,1,1,1,1,0,0,0,0,0,74.2797,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
400000,36,0,24,4,19.08,7,1,2,12497.67,0,65000,3,1,1,0,0,0,0,1,0,826.3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
700000,48,0,27,4,18.08,7,1.83,2,17030.11,11000,130000,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
900000,36,0,34,4,14.16,7,17.33,2,28006.73,0,116000,2,1,2,0,0,0,0,0,0,28117.77,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,36,0,48,2,7.91,6,6.08,1,15553.11,0,60400,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
220000,24,0,29,2,1.33,6,1.33,3,9850.37,13156,64092,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
250000,28,0,50,4,19.16,6,2.16,2,9739.49,0,91849,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
300000,36,0,21,3,2,7,1,2,9373.24,8333,59536,2,1,1,0,0,0,0,0,0,668.25,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,36,0,43,3,1.33,7,7.83,1,12539.29,0,63000,1,1,1,0,0,0,0,0,157745.87,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,36,0,26,1,19.33,6,4,3,31107,5000,60000,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
450000,36,0,35,4,34.5,7,4.75,3,13859.16,0,97558,1,1,1,0,0,0,0,0,0,783.2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
100000,12,0,30,1,29.5,7,1.75,1,8597.44,0,44529,2,0,1,0,0,0,0,0,0,59809.55,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
160000,24,0,31,1,26.58,6,3.91,3,7203.54,9558,66430,2,1,2,0,0,0,0,0,601.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
300000,36,0,27,3,5.5,6,1,1,9235.73,0,70000,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1500000,84,0,27,3,9.5,6,0.33,2,23365.86,0,96738,2,1,2,0,0,0,0,0,296.92,3688.24,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
300000,18,0,27,3,26.66,7,1,1,17714.71,0,126425,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
350000,36,0,46,4,45.66,6,1.16,3,10775.01,0,66585,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,24,0,29,2,1.91,6,5.75,2,8936.4,37829,92596,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
200000,24,0,31,1,31,6,1.16,2,8954.86,0,36711,2,0,1,0,0,0,0,0,0,25524.95,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1000000,84,0,50,4,20,7,2,2,16408.59,0,76700,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
700000,48,0,27,3,8.75,6,1.75,2,16902.46,0,69103,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
500000,24,0,40,1,15.16,6,16.08,3,22613.66,7,92357,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2500000,120,0,38,1,17.08,7,1.08,2,27816.19,0,104000,2,1,1,1,0,0,0,0,0,2674.86,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
300000,30,0,31,3,12.91,6,1.91,2,10902.32,0,60766,2,0,1,0,0,0,0,0,0,435.47,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
820000,60,0,34,5,2.58,7,1.58,2,16598.04,0,100000,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150000,24,0,32,3,10.08,6,2.16,2,6749.94,0,58908,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
260000,24,0,29,4,1.25,6,1.25,3,11640.87,0,30000,2,1,1,0,0,0,0,0,0,1949.72,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,36,0,27,2,6,7,2.66,1,30877.08,0,105150,2,1,1,0,0,0,0,0,0,116.1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
400000,24,0,41,6,15.33,6,18.91,1,18037.76,18000,102752,2,1,1,0,0,0,0,0,0,4013.36,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
400000,36,0,31,3,6.66,6,7.16,2,12387.45,12500,87182,2,1,2,0,0,0,0,0,673.24,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
250000,24,0,30,1,5.5,6,3.58,2,11249.89,0,58643,2,0,1,0,0,0,0,0,0,67152.72,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,24,0,56,5,27.58,6,20.58,2,17734.11,17800,94600,2,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
200000,18,0,30,1,28,6,1.83,2,11736.99,0,40000,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
200000,24,0,26,3,25.66,7,2.83,2,8936.4,0,55000,2,0,1,0,0,0,0,0,0,10506.91,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,120,0,29,1,18.83,6,6.83,2,11662.43,36500,100000,1,1,1,1,0,0,0,0,0,234.94,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
200000,12,0,41,4,18.91,7,1,2,17259.28,0,50000,2,0,2,0,0,0,0,0,0,444.24,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300000,30,0,47,4,11.33,7,18.33,2,10958.16,0,82800,2,1,1,0,0,0,0,0,0,28819.48,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
360000,30,0,35,3,16.08,7,8.83,2,13279.8,0,88400,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
810352.02,60,0,24,2,18.41,6,1.66,1,20236.94,0,91527,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
400000,48,0,38,2,6.16,6,7.08,2,9732,9700,40491,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2500000,180,0,30,2,20.5,7,7.08,2,24704.16,1900,110000,2,1,1,1,0,0,0,0,0,23257.41,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000,84,0,38,2,9.16,6,3.16,1,16434.63,0,97000,1,1,1,0,0,0,0,0,0,1094.86,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
500000,48,0,54,2,24.5,6,35.16,2,12168.86,12000,57507,1,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,60,0,47,4,6.66,8,9.66,2,10435.14,0,82500,1,1,1,0,0,0,0,0,0,1227.14,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,18,0,28,1,4.08,7,4.08,3,11828.05,0,80000,2,0,1,0,0,0,0,0,0,92167.27,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
400000,24,0,24,2,23.66,7,2.75,1,18023.51,0,80000,2,0,1,0,0,0,0,0,0,1230.23,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
80000,24,0,43,4,20,7,7.25,1,3588.4,0,48956,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,18,0,28,2,3,6,1.66,2,23437.68,0,86000,2,0,1,0,0,0,0,0,0,74,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
150000,12,0,33,3,20,7,4,2,12896.17,0,110000,1,0,1,0,0,0,0,0,0,283.77,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
957453.54,60,0,58,2,29.5,6,43.5,2,20216.27,20500,105712,2,1,1,0,0,0,0,0,0,30767.36,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
300000,24,0,63,3,35.41,6,10.41,2,13459.4,0,70700,1,0,1,0,0,0,0,0,0,13449.55,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6400000,180,0,36,3,10.16,7,1.16,2,58348.77,0,240000,1,1,1,1,0,0,0,0,0,121471.326,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3000000,144,0,28,6,22.41,7,5.41,3,30860.9,0,179984,2,1,1,1,0,0,0,0,0,69961.67,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
600000,42,0,53,4,19.08,7,7.08,3,16927.07,0,80000,2,1,1,0,0,0,0,0,0,1047.81,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
191000,24,0,29,1,28.58,6,1.75,2,8551.56,0,141000,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300000,36,0,38,2,20.25,7,18.58,1,9405.76,0,50000,1,1,1,0,0,0,0,0,0,5248.41,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3405920,240,1,29,1,19.33,7,3.75,2,181.05,0,154500,2,1,1,1,0,0,0,0,0,46254.3345,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
150000,24,0,26,1,25.58,7,1,2,6702.3,0,30000,2,1,1,0,0,0,0,0,0,116.73,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250000,30,0,30,1,29.5,7,2,2,9266.26,13000,70000,1,1,1,0,0,0,0,0,0,158.77,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
150000,16,0,29,1,4.58,7,2.16,2,9832.94,0,44164,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
150000,12,0,33,2,18.91,7,1.25,2,12965.19,0,70000,1,1,1,0,0,0,0,0,0,55465.6878,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
500000,36,0,39,4,18.75,6,8.75,1,15484.93,0,200000,1,1,2,0,0,0,0,1,0,78442.07,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
300000,36,0,19,2,15.58,7,2.66,2,9263.12,9263,53280,2,1,2,0,0,0,0,0,0,57.17,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1500000,60,0,52,4,8.58,6,1.5,2,30077.9,0,107266,1,1,1,0,0,0,0,0,0,936.85,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
350000,48,0,34,3,2,7,1,2,8665.67,0,45000,1,1,1,0,0,0,0,0,0,52706.38,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300000,36,0,28,4,7.75,7,2.08,1,9400.9,0,87324,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
200000,18,0,60,2,17.83,7,15.5,2,11873.73,0,58312,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000000,60,0,55,4,2.25,7,1.25,3,21004.24,22500,145800,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1300000,48,0,47,4,29.25,6,1.83,3,30471,0,100000,2,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
310000,31,0,57,2,6.83,6,4.83,2,10932.27,0,90657,2,0,3,0,0,0,0,0,16014.83,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
250000,36,0,26,2,2.75,7,2,2,7760.5,0,35000,2,1,1,0,0,0,0,0,0,197.96,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
200000,18,0,33,5,3.16,6,1,2,11731.93,10700,135411,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2500000,180,0,34,3,5.33,7,1,3,22833.7,0,107485,2,1,1,1,0,0,0,0,0,20207.44,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400000,36,0,39,3,6.16,6,14.16,2,12442.48,0,100000,1,0,2,0,0,0,0,0,0,9240.01,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
800000,48,0,48,3,19.5,6,2.41,2,19470.22,0,86000,2,1,1,0,0,0,0,0,0,1922.48,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
220000,24,0,26,2,13.66,6,1,1,9899.91,0,70000,2,0,1,0,0,0,0,0,0,37864.25,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300000,36,0,32,1,31.58,6,1.75,2,9331.87,600,54324,2,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
600000,48,0,51,2,16.08,6,22.91,3,14775.27,41000,230000,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1600000,72,0,57,4,38.5,6,28.33,3,27724.03,26400,100000,2,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
270000,12,0,38,3,37.83,7,1.25,2,23237.94,0,93000,2,1,1,0,0,0,0,0,0,412.42,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
200000,24,0,40,2,18.16,7,2.33,2,8999.91,0,30430,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,36,0,27,4,3,6,2,3,12364.3,3500,112782,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
150000,24,0,59,1,22.41,6,9.41,2,6716.15,0,59000,2,0,1,0,0,0,0,0,0,1163.6,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
292579.09,36,0,24,3,24,7,1.08,2,9335.43,3000,35000,2,1,1,0,0,0,0,0,0,28892.39,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
700000,60,0,30,2,3.16,7,1.5,1,14505.56,0,81000,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
750000,60,0,30,1,15,6,0.25,2,15404.91,0,60750,2,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
400000,36,0,28,5,3.75,6,4.25,2,12441.2,0,60000,2,1,1,0,0,0,0,0,0,1022.94,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
170000,18,0,26,4,25.75,7,2.16,2,9978.79,0,96629,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
200000,24,0,42,1,4.25,7,0.33,2,8980.88,0,30000,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
600000,36,0,26,2,10.58,6,8.83,1,18663.73,0,66480,3,1,1,0,0,0,0,0,0,85725.72,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7298400,180,1,26,3,25.91,7,4.33,2,472,0,120000,2,1,1,1,0,0,0,0,0,25897.8713,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2700000,60,0,55,1,16.25,8,13.08,2,54754.84,1,120000,2,0,1,1,0,0,0,0,149458.0626,4671.94,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
800000,36,0,52,1,18.41,6,23.41,2,31073.1,0,93864,3,1,1,0,0,0,0,0,0,17059,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
600000,24,0,30,3,18.75,7,1.5,3,27081.68,0,116778,2,1,1,0,0,0,0,0,0,362.28,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
120000,12,0,31,1,2.25,7,2.25,2,10316.94,0,36000,3,0,1,0,0,0,0,0,0,589.66,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
300000,24,0,24,1,24,6,1.08,2,13499.88,0,52000,2,1,2,0,0,0,0,0,0,19442.46,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
700000,36,0,55,3,24.41,6,2.41,2,21550.02,0,85604,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
300000,24,0,24,2,20.16,7,1,1,13404.59,0,92000,2,1,2,0,0,0,0,0,0,3672.54,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
100000,18,0,31,2,2.25,7,10.41,1,5868.49,0,80000,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
300000,36,0,54,1,18.58,6,1.41,2,9279.45,9400,24000,2,1,1,0,0,0,0,0,0,13581.32,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,60,0,26,1,3.16,6,5.16,1,10316.91,0,100000,1,1,1,0,0,0,0,0,0,0.07,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
400000,36,0,34,3,17.25,7,0.25,1,12684.5,0,74220,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
700000,48,0,32,4,31.66,7,10.16,2,17123.37,10000,110000,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
300000,24,0,26,4,25.58,6,1.66,2,13561.13,0,108774,2,1,2,0,0,0,0,0,0,303.62,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
400000,30,0,26,2,19.5,6,19.5,1,14751.84,0,55000,2,1,1,0,0,0,0,0,0,125816.6,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
700000,36,0,26,2,25.25,6,2.25,2,21550.02,28085,88200,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
430000,24,0,38,2,37.66,6,4.41,2,19349.83,19000,80240,1,1,1,0,0,0,0,0,0,246.65,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,36,0,30,3,18,6,2.33,3,12350.83,18751,77714,2,0,3,0,0,0,0,1,0,1830.4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,24,0,51,3,50.91,6,2,2,8936.4,0,45976,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1232065.77,84,0,39,1,18.83,7,14.91,2,22627.34,20000,117000,3,1,1,1,0,0,0,0,0,25973.91,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300000,24,0,27,2,26.5,6,0.33,1,13499.88,0,71000,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,48,0,55,3,10.5,8,35.5,1,24470.97,0,75000,1,1,1,0,0,0,0,1,5864.4078,51828.01,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
850000,36,0,27,1,26.5,6,1.16,2,26471.02,30300,200000,2,1,1,0,0,0,0,0,0,294.91,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
400000,24,0,33,1,18.91,7,2.91,3,17872.79,0,100000,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1400000,96,0,36,2,18.33,6,3.33,2,18997.32,0,76000,2,1,1,0,1,0,0,0,0,357449.27,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
350000,36,0,43,4,17.16,6,1,2,10981.58,0,79545,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
310000,24,0,40,2,29.33,7,2.08,3,14024.73,0,50000,2,0,1,0,0,0,0,0,0,15153.53,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300000,24,0,23,6,22.75,7,2.5,2,13548.13,0,100000,2,1,1,0,0,0,0,0,0,64.85,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,60,0,50,3,10.25,6,9.41,3,20892.42,0,130924,1,1,1,0,0,0,0,0,0,1279.29,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
150000,18,0,32,1,2.08,7,2.16,1,8789.13,0,60000,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
650000,36,0,41,1,18.91,6,9.33,3,20439.16,0,211144,3,0,5,0,0,0,0,0,1206.4653,2018.8673,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,24,0,33,3,23.83,7,1.83,2,18092.85,0,75509,2,1,1,0,0,0,0,0,0,10033.91,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000,60,0,38,4,5.16,6,1.41,3,20615.31,20880,128800,1,0,1,0,0,0,0,0,0,131086.27,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,36,0,41,2,20.08,7,10.08,3,12350.82,0,110000,2,1,1,0,0,0,0,0,0,12314.46,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3000000,120,0,41,3,23.33,6,17.33,3,33368.41,400,150000,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110000,24,0,35,4,18.25,7,2.25,3,4964.97,10000,200000,1,1,2,0,0,0,0,1,0,358.55,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
